"","shortPostCode","price","type","year","postCode","town","district","county","population2019","population2020","population2021","population2022"
"20","LE67",436000,"2","2021","LE67 1UE","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"21","LE67",436000,"2","2021","LE67 8QJ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"22","LE67",436000,"2","2021","LE67 2TB","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"23","LE67",436000,"2","2021","LE67 8UH","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"24","LE67",436000,"2","2021","LE67 8JE","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"25","LE67",436000,"2","2021","LE67 1FH","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"26","LE67",436000,"2","2021","LE67 8QE","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"27","LE67",436000,"2","2021","LE67 2FZ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"28","DE74",127500,"FLAT 4","2021","DE74 2UU","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"29","DE74",127500,"FLAT 4","2021","DE74 2BD","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"30","DE74",127500,"FLAT 4","2021","DE74 2LJ","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"31","DE74",127500,"FLAT 4","2021","DE74 2GD","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"32","DE74",127500,"FLAT 4","2021","DE74 2UD","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"33","DE74",127500,"FLAT 4","2021","DE74 2QF","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"34","DE74",127500,"FLAT 4","2021","DE74 2SA","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"35","DE74",127500,"FLAT 4","2021","DE74 2AB","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"36","DE74",127500,"FLAT 4","2021","DE74 2NH","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"37","LE16",680000,"HANBURY HOUSE","2021","LE16 7TY","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"38","LE16",680000,"HANBURY HOUSE","2021","LE16 7EU","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"39","LE16",680000,"HANBURY HOUSE","2021","LE16 7HP","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"40","LE16",680000,"HANBURY HOUSE","2021","LE16 9TG","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"41","LE16",680000,"HANBURY HOUSE","2021","LE16 7UZ","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"42","LE16",680000,"HANBURY HOUSE","2021","LE16 8UJ","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"43","LE16",680000,"HANBURY HOUSE","2021","LE16 8UT","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"44","LE16",680000,"HANBURY HOUSE","2021","LE16 8DF","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"45","LE16",680000,"HANBURY HOUSE","2021","LE16 8UZ","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"46","LE10",87000,"FLAT 28","2021","LE10 2QS","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"47","LE10",87000,"FLAT 28","2021","LE10 2AJ","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"48","LE10",87000,"FLAT 28","2021","LE10 2FG","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"49","LE10",87000,"FLAT 28","2021","LE10 2AW","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"50","LE10",87000,"FLAT 28","2021","LE10 3AF","HINCKLEY","BLABY","LEICESTERSHIRE",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"51","LE10",87000,"FLAT 28","2021","LE10 2AH","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"52","LE10",87000,"FLAT 28","2021","LE10 2AU","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"53","LE10",87000,"FLAT 28","2021","LE10 2ND","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"54","OL12",470000,"THE FARMHOUSE","2021","OL12 8XG","ROCHDALE","ROSSENDALE","LANCASHIRE",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"55","OL12",470000,"THE FARMHOUSE","2021","OL12 8BJ","ROCHDALE","ROSSENDALE","LANCASHIRE",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"56","OL12",470000,"THE FARMHOUSE","2021","OL12 8BF","ROCHDALE","ROSSENDALE","LANCASHIRE",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"57","OL12",470000,"THE FARMHOUSE","2021","OL12 8PS","ROCHDALE","ROSSENDALE","LANCASHIRE",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"58","OL12",470000,"THE FARMHOUSE","2021","OL12 8ND","ROCHDALE","ROSSENDALE","LANCASHIRE",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"59","OL12",470000,"THE FARMHOUSE","2021","OL12 8QY","ROCHDALE","ROSSENDALE","LANCASHIRE",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"60","OL12",470000,"THE FARMHOUSE","2021","OL12 8HD","ROCHDALE","ROSSENDALE","LANCASHIRE",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"61","LE17",263000,"6","2021","LE17 5JL","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"62","LE17",263000,"6","2021","LE17 6LR","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"63","LE17",263000,"6","2021","LE17 6DF","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"64","LE17",263000,"6","2021","LE17 4RX","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"65","LE17",263000,"6","2021","LE17 5BU","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"66","LE17",263000,"6","2021","LE17 5DE","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"67","LE17",263000,"6","2021","LE17 6HU","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"68","LE17",263000,"6","2021","LE17 6DY","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"69","LE17",263000,"6","2021","LE17 4HZ","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"70","LE17",263000,"6","2021","LE17 6QT","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"71","LE17",263000,"6","2021","LE17 5RG","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"72","LE17",263000,"6","2021","LE17 6AE","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"73","LE17",263000,"6","2021","LE17 5EG","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"74","LE17",263000,"6","2021","LE17 5QE","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"75","LE17",263000,"6","2021","LE17 6HY","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"76","LE17",263000,"6","2021","LE17 5EN","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"77","LE17",263000,"6","2021","LE17 6EF","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"78","LE17",263000,"6","2021","LE17 5JN","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"79","LE17",263000,"6","2021","LE17 6PW","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"80","LE17",263000,"6","2021","LE17 5DF","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"81","LE17",263000,"6","2021","LE17 5QJ","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"82","LE17",263000,"6","2021","LE17 5DS","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"83","LE17",263000,"6","2021","LE17 6DB","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"84","LE17",263000,"6","2021","LE17 5NQ","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"85","DE12",580000,"MEADOW VIEW BARN","2021","DE12 6EZ","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"86","DE12",580000,"MEADOW VIEW BARN","2021","DE12 7HR","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"87","DE12",580000,"MEADOW VIEW BARN","2021","DE12 7LH","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"88","DE12",580000,"MEADOW VIEW BARN","2021","DE12 7QQ","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"89","DE12",580000,"MEADOW VIEW BARN","2021","DE12 7EU","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"90","DE12",580000,"MEADOW VIEW BARN","2021","DE12 7QX","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"91","DE12",580000,"MEADOW VIEW BARN","2021","DE12 7LW","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"92","DE12",580000,"MEADOW VIEW BARN","2021","DE12 7JG","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"93","DE12",580000,"MEADOW VIEW BARN","2021","DE12 7HF","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"94","DE12",580000,"MEADOW VIEW BARN","2021","DE12 7QW","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"95","LE12",520000,"4","2021","LE12 5BP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"96","LE12",520000,"4","2021","LE12 8LR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"97","LE12",520000,"4","2021","LE12 8SX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"98","LE12",520000,"4","2021","LE12 9UQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"99","LE12",520000,"4","2021","LE12 7FP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"100","LE12",520000,"4","2021","LE12 9NX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"101","LE12",520000,"4","2021","LE12 8NS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"102","LE12",520000,"4","2021","LE12 8YG","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"103","LE12",520000,"4","2021","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"104","LE12",520000,"4","2021","LE12 9WJ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"105","LE12",520000,"4","2021","LE12 7XF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"106","LE12",520000,"4","2021","LE12 8BN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"107","LE12",520000,"4","2021","LE12 9AN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"108","LE12",520000,"4","2021","LE12 8GP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"109","LE12",520000,"4","2021","LE12 9DA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"110","LE12",520000,"4","2021","LE12 7EA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"111","LE12",520000,"4","2021","LE12 8PB","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"112","LE12",520000,"4","2021","LE12 7AA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"113","LE12",520000,"4","2021","LE12 9GR","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"114","LE12",520000,"4","2021","LE12 8SS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"115","LE12",520000,"4","2021","LE12 8DT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"116","LE12",520000,"4","2021","LE12 7AL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"117","LE12",520000,"4","2021","LE12 8ST","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"118","LE12",520000,"4","2021","LE12 8GL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"119","LE12",520000,"4","2021","LE12 9TP","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"120","LE12",520000,"4","2021","LE12 8ES","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"121","LE12",520000,"4","2021","LE12 9BU","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"122","LE12",520000,"4","2021","LE12 9WQ","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"123","LE12",520000,"4","2021","LE12 7DL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"124","LE12",520000,"4","2021","LE12 7WX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"125","LE12",520000,"4","2021","LE12 7BT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"126","LE12",520000,"4","2021","LE12 8FY","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"127","LE12",520000,"4","2021","LE12 5AZ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"128","LE12",520000,"4","2021","LE12 7DR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"129","LE12",520000,"4","2021","LE12 8JW","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"130","LE12",520000,"4","2021","LE12 5TQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"131","LE12",520000,"4","2021","LE12 8WA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"132","LE12",520000,"4","2021","LE12 8FL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"133","LE12",520000,"4","2021","LE12 7RF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"134","CV13",835000,"CORNER HOUSE","2021","CV13 0QG","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"135","CV13",835000,"CORNER HOUSE","2021","CV13 0DJ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"136","CV13",835000,"CORNER HOUSE","2021","CV13 0PU","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"137","CV13",835000,"CORNER HOUSE","2021","CV13 6NN","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"138","CV13",835000,"CORNER HOUSE","2021","CV13 6AH","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"139","CV13",835000,"CORNER HOUSE","2021","CV13 0PE","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"140","CV13",835000,"CORNER HOUSE","2021","CV13 6EX","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"141","CV13",835000,"CORNER HOUSE","2021","CV13 0LG","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"142","CV13",835000,"CORNER HOUSE","2021","CV13 0DW","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"143","CV13",835000,"CORNER HOUSE","2021","CV13 0DR","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"144","CV13",835000,"CORNER HOUSE","2021","CV13 6AA","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"145","CV13",835000,"CORNER HOUSE","2021","CV13 0LT","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"146","CV13",835000,"CORNER HOUSE","2021","CV13 0PQ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"147","CV13",835000,"CORNER HOUSE","2021","CV13 6EZ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
